,prompt,layer,head,head_output,model
1,Kopi luwak is eaten and defecated by,5,1,[ 4.3714805  4.6747413  2.4693925 ... -1.8892851 -0.8021288  4.085474 ],gpt2-small
2,Kopi luwak is eaten and defecated by,5,2,"[ 4.5540624   3.7071397   3.1266198  ... -0.19417256 -1.2235396
  2.8478072 ]",gpt2-small
3,Kopi luwak is eaten and defecated by,5,3,[ 3.957967   4.5950704  1.8309355 ... -1.9813143 -0.5508245  3.3006139],gpt2-small
4,Kopi luwak is eaten and defecated by,5,4,"[ 3.8819942   4.1867113   1.6073108  ... -0.50146127 -0.00624108
  4.508388  ]",gpt2-small
5,Kopi luwak is eaten and defecated by,5,5,[ 4.3131404  4.9637246  2.3832421 ... -2.013265  -1.3580619  4.0036707],gpt2-small
6,Kopi luwak is eaten and defecated by,5,6,"[ 4.0768633   4.3023934   2.0543365  ... -0.95528984 -0.9784399
  4.4204006 ]",gpt2-small
7,Kopi luwak is eaten and defecated by,5,7,"[ 4.988332    4.6967115   2.1423693  ...  0.02229893 -1.4215589
  5.5519814 ]",gpt2-small
8,Kopi luwak is eaten and defecated by,5,8,"[ 3.996946    4.197134    3.5504866  ... -0.403957   -0.16536272
  4.1495376 ]",gpt2-small
9,Kopi luwak is eaten and defecated by,5,9,"[ 3.17482     5.219585    2.5243893  ...  1.1485815  -0.09634614
  4.8484735 ]",gpt2-small
10,Kopi luwak is eaten and defecated by,5,10,"[ 7.041731    5.645446    3.569919   ... -2.2172868  -0.06522757
  6.05349   ]",gpt2-small
11,Kopi luwak is eaten and defecated by,5,11,"[ 2.6219163   3.4718354   2.0026717  ...  0.29760826 -2.2389352
  4.550222  ]",gpt2-small
0,Kopi luwak is eaten and defecated by,6,0,"[ 4.6636615   4.3436794   2.4571972  ... -1.9171247  -0.70517486
  4.2873745 ]",gpt2-small
1,Kopi luwak is eaten and defecated by,6,1,"[ 5.1805882   5.441496    1.4285665  ... -0.7464933   0.45399654
  5.8082514 ]",gpt2-small
2,Kopi luwak is eaten and defecated by,6,2,"[ 4.0269194   5.039497    1.7183597  ...  0.00971615 -0.7050143
  4.2954154 ]",gpt2-small
3,Kopi luwak is eaten and defecated by,6,3,[ 3.38124    4.7666087  3.0228906 ... -1.8143463 -2.3249488  4.7691154],gpt2-small
4,Kopi luwak is eaten and defecated by,6,4,[ 4.9561357  4.56752    2.2162848 ... -1.0520512 -1.4000347  4.3706713],gpt2-small
5,Kopi luwak is eaten and defecated by,6,5,"[ 2.8213038   3.3614233   2.3372598  ... -1.0346544  -0.66486037
  5.03748   ]",gpt2-small
6,Kopi luwak is eaten and defecated by,6,6,"[ 1.9441671   3.5840716   0.9933021  ...  0.40919948 -0.94154453
  4.7324    ]",gpt2-small
7,Kopi luwak is eaten and defecated by,6,7,[ 5.1050463  3.4392233  2.95646   ... -0.3056987 -1.1053498  3.99129  ],gpt2-small
8,Kopi luwak is eaten and defecated by,6,8,"[ 4.6185884   3.408133    2.7633443  ... -0.4653048  -0.29955244
  4.1408014 ]",gpt2-small
9,Kopi luwak is eaten and defecated by,6,9,"[ 4.8765717   4.711697    2.658072   ... -1.11746    -0.63997173
  4.963779  ]",gpt2-small
10,Kopi luwak is eaten and defecated by,6,10,"[ 3.2570992   4.242383    2.5443678  ... -0.43740267  0.13833874
  4.674309  ]",gpt2-small
11,Kopi luwak is eaten and defecated by,6,11,"[ 3.9592242   4.1908736   2.0488648  ... -0.68192303 -0.7174549
  3.51443   ]",gpt2-small
0,Kopi luwak is eaten and defecated by,7,0,"[ 4.1318717   4.1077166   1.693782   ...  0.27289438 -0.54272753
  3.9037569 ]",gpt2-small
1,Kopi luwak is eaten and defecated by,7,1,"[ 3.943958    4.3801665   2.208199   ... -0.61943686 -1.0878748
  3.7431836 ]",gpt2-small
2,Kopi luwak is eaten and defecated by,7,2,"[ 3.6554809   3.8343158   1.7100236  ... -0.96723545 -0.6162753
  4.165099  ]",gpt2-small
3,Kopi luwak is eaten and defecated by,7,3,[ 5.0838504  4.718395   3.0554595 ... -2.0059876 -1.7953362  4.300798 ],gpt2-small
4,Kopi luwak is eaten and defecated by,7,4,[ 4.123704   5.0674253  4.016868  ... -1.4254453 -2.3516347  6.1187553],gpt2-small
5,Kopi luwak is eaten and defecated by,7,5,[ 4.862516   5.2361383  1.5304561 ... -3.0610676  0.0555082  3.8996673],gpt2-small
6,Kopi luwak is eaten and defecated by,7,6,[ 4.2194924  4.4430885  3.0761685 ...  1.2656336 -1.0279847  4.022448 ],gpt2-small
7,Kopi luwak is eaten and defecated by,7,7,"[ 2.8667545   3.6693573   1.4786844  ... -0.5650348  -0.29120946
  3.9862168 ]",gpt2-small
8,Kopi luwak is eaten and defecated by,7,8,"[ 3.6345363   4.6144977  -0.10483766 ... -0.78512114 -2.418734
  4.003907  ]",gpt2-small
9,Kopi luwak is eaten and defecated by,7,9,[ 3.471661   4.009373   1.5706754 ... -0.7197845 -0.7978287  4.2201223],gpt2-small
10,Kopi luwak is eaten and defecated by,7,10,[ 4.562618   4.2437234  2.3025484 ... -1.2571245 -1.1648028  4.1688466],gpt2-small
11,Kopi luwak is eaten and defecated by,7,11,"[ 4.6928997   4.2956753   2.2926612  ... -0.65659654 -0.04111779
  4.2271185 ]",gpt2-small
0,Kopi luwak is eaten and defecated by,8,0,"[ 2.534432    4.802314    2.3790426  ... -0.29718184 -0.68360704
  1.2773747 ]",gpt2-small
1,Kopi luwak is eaten and defecated by,8,1,"[ 4.5485964   4.651484    1.8555522  ... -0.87242496 -0.37739772
  4.5423584 ]",gpt2-small
2,Kopi luwak is eaten and defecated by,8,2,[5.2268505  4.505464   0.19183373 ... 0.4721017  0.69205284 5.660492  ],gpt2-small
3,Kopi luwak is eaten and defecated by,8,3,[ 3.3817673  2.8760448  1.1455184 ... -1.1075275 -0.7829275  4.4636025],gpt2-small
4,Kopi luwak is eaten and defecated by,8,4,"[ 4.6784315   4.3956866   2.455063   ... -1.5391965  -0.31093773
  4.7479267 ]",gpt2-small
5,Kopi luwak is eaten and defecated by,8,5,"[ 4.001772   -0.5068197  -0.33022952 ...  0.30939817 -1.7496603
  2.323225  ]",gpt2-small
6,Kopi luwak is eaten and defecated by,8,6,"[ 4.2606792   4.349156    1.6341351  ... -0.867338   -0.20650631
  3.922806  ]",gpt2-small
7,Kopi luwak is eaten and defecated by,8,7,[3.7898521  3.69218    0.51974213 ... 0.97641563 0.39052397 3.4337053 ],gpt2-small
8,Kopi luwak is eaten and defecated by,8,8,[ 4.283308   4.7011094  1.5948105 ... -1.8366613 -0.533966   4.212813 ],gpt2-small
9,Kopi luwak is eaten and defecated by,8,9,[ 4.557368   5.095214   4.276389  ...  3.5756989 -1.9110034  5.831058 ],gpt2-small
10,Kopi luwak is eaten and defecated by,8,10,[ 3.3101811  4.2687573  4.6171885 ... -2.309769  -1.4190788  4.502863 ],gpt2-small
11,Kopi luwak is eaten and defecated by,8,11,"[ 4.1576223   4.2157993   0.92491317 ... -0.7968799  -0.49925256
  3.4500167 ]",gpt2-small
0,Kopi luwak is eaten and defecated by,9,0,"[ 4.0498357   4.16847     1.786938   ... -0.28759354 -0.6086572
  4.180384  ]",gpt2-small
1,Kopi luwak is eaten and defecated by,9,1,"[ 4.642322    4.5554056   2.8646464  ... -0.48699546 -0.05270922
  5.1491985 ]",gpt2-small
2,Kopi luwak is eaten and defecated by,9,2,"[ 4.449395    4.4586544   2.0970259  ... -1.1566646   0.14739805
  4.332759  ]",gpt2-small
3,Kopi luwak is eaten and defecated by,9,3,[3.8807662  2.5233614  0.15872729 ... 3.2842855  0.8186569  1.0498309 ],gpt2-small
4,Kopi luwak is eaten and defecated by,9,4,[ 4.0098877  2.717276   1.7752178 ... -1.0820943 -0.5426556  4.7468843],gpt2-small
5,Kopi luwak is eaten and defecated by,9,5,"[ 3.9492798   3.3595438   2.7452595  ... -2.9457805   0.64683807
  3.8556402 ]",gpt2-small
6,Kopi luwak is eaten and defecated by,9,6,[ 3.521727   3.7476306  1.5887141 ... -1.0946665 -1.3044124  3.6323898],gpt2-small
7,Kopi luwak is eaten and defecated by,9,7,"[ 4.3703794   5.1700473   1.7929755  ... -0.37458032 -0.25982827
  4.305786  ]",gpt2-small
8,Kopi luwak is eaten and defecated by,9,8,[ 4.2233887  4.406247   0.702454  ...  1.0473487 -1.3414903  4.362867 ],gpt2-small
9,Kopi luwak is eaten and defecated by,9,9,[ 3.8883002  4.0906053  2.5044708 ... -2.4765716 -0.7961782  4.460422 ],gpt2-small
10,Kopi luwak is eaten and defecated by,9,10,"[ 3.2883396   3.7458355   1.7433782  ...  0.37157428 -0.1242581
  4.131809  ]",gpt2-small
11,Kopi luwak is eaten and defecated by,9,11,"[ 4.3111157   3.9456472   0.34891105 ... -0.601404   -0.31849802
  3.7474973 ]",gpt2-small
0,Kopi luwak is eaten and defecated by,10,0,[ 3.492037   3.9491835  1.0738276 ...  1.3279343 -1.1741012  4.159199 ],gpt2-small
1,Kopi luwak is eaten and defecated by,10,1,[ 4.6113415  3.9980597  1.9638861 ... -0.5709907 -0.1719634  4.6798882],gpt2-small
2,Kopi luwak is eaten and defecated by,10,2,"[ 4.3245316   5.157707   -1.2265701  ... -0.46689492  0.37147528
  4.6761413 ]",gpt2-small
3,Kopi luwak is eaten and defecated by,10,3,[ 4.1056747  5.3378563  2.492625  ... -1.0060407 -0.3501623  4.030849 ],gpt2-small
4,Kopi luwak is eaten and defecated by,10,4,"[ 2.44229    -1.8550105   1.2464503  ... -0.53498125  0.40243125
  1.1571431 ]",gpt2-small
5,Kopi luwak is eaten and defecated by,10,5,"[ 4.8951907   4.194085    2.2214508  ... -0.29994655 -0.9636364
  4.4173846 ]",gpt2-small
6,Kopi luwak is eaten and defecated by,10,6,[ 3.9880946  4.560483   2.1042986 ... -3.2276556  1.3705573  4.548489 ],gpt2-small
7,Kopi luwak is eaten and defecated by,10,7,"[ 3.7228742   5.6360373   4.330201   ...  0.04986459 -3.7502651
  4.2402067 ]",gpt2-small
8,Kopi luwak is eaten and defecated by,10,8,[ 3.390747   3.5921583  2.0813944 ... -0.8948535 -0.719589   4.036796 ],gpt2-small
9,Kopi luwak is eaten and defecated by,10,9,[5.3239665  4.1441383  1.691915   ... 1.0332308  0.13883507 4.461305  ],gpt2-small
10,Kopi luwak is eaten and defecated by,10,10,[ 3.915252   3.9793797  2.2604573 ... -2.7447455 -1.8108447  3.685393 ],gpt2-small
11,Kopi luwak is eaten and defecated by,10,11,"[ 4.1111407   3.6467943   1.2746639  ...  1.419169   -0.03656399
  4.20732   ]",gpt2-small
0,Kopi luwak is eaten and defecated by,11,0,[ 5.623101   4.8722243  3.6236126 ... -0.7461498  2.9197426 -7.0333977],gpt2-small
1,Kopi luwak is eaten and defecated by,11,1,[ 4.282105   4.177709   2.0137858 ... -1.4240749 -1.0718774  5.089363 ],gpt2-small
2,Kopi luwak is eaten and defecated by,11,2,"[ 4.971123    4.9311533   1.9970838  ... -0.10065079 -0.4656723
  5.703227  ]",gpt2-small
3,Kopi luwak is eaten and defecated by,11,3,[3.8901086  3.9294791  1.6543555  ... 2.6233253  0.49139965 4.4311743 ],gpt2-small
4,Kopi luwak is eaten and defecated by,11,4,"[ 3.4827619   2.232115   -1.4754524  ... -0.75154895 -0.6057321
  2.183092  ]",gpt2-small
5,Kopi luwak is eaten and defecated by,11,5,"[ 3.4085634   4.0512753   1.7111747  ... -0.65599287 -0.8366097
  3.5058322 ]",gpt2-small
6,Kopi luwak is eaten and defecated by,11,6,"[ 3.843312    4.7538333   2.3630552  ... -1.1805379  -0.26574063
  5.044992  ]",gpt2-small
7,Kopi luwak is eaten and defecated by,11,7,"[ 3.3603787   4.290419    2.9111338  ... -0.64627147 -0.3745147
  4.368466  ]",gpt2-small
8,Kopi luwak is eaten and defecated by,11,8,[ 7.684273   6.44251    2.5109856 ... -1.2736447  1.0099016 12.383321 ],gpt2-small
9,Kopi luwak is eaten and defecated by,11,9,"[ 4.7644744   5.065359    2.6615155  ... -2.410057   -0.04830408
  4.752308  ]",gpt2-small
10,Kopi luwak is eaten and defecated by,11,10,[ 3.340683   3.1794465  0.9209305 ... -1.208796  -1.0434276  3.4748845],gpt2-small
11,Kopi luwak is eaten and defecated by,11,11,"[ 4.1598682   4.3594832   2.4804835  ...  0.43956256 -1.4017859
  5.1543207 ]",gpt2-small
0,Schrodinger's cat is a thought experiment about,0,0,"[ 3.4228296   4.135975    1.4323065  ... -0.30293024  0.15202332
  3.2490563 ]",gpt2-small
1,Schrodinger's cat is a thought experiment about,0,1,[ 3.6221147  2.3939848 -0.6756296 ... -1.4293113 -1.4704729  4.243696 ],gpt2-small
2,Schrodinger's cat is a thought experiment about,0,2,"[ 5.51525     5.495199    3.4679508  ... -0.8159818  -0.87103975
  5.247287  ]",gpt2-small
3,Schrodinger's cat is a thought experiment about,0,3,"[ 3.5552933   3.801541    0.7665484  ... -0.47451088 -0.6654148
  3.7845652 ]",gpt2-small
4,Schrodinger's cat is a thought experiment about,0,4,"[ 3.8067083   4.0175877   2.716816   ... -2.4474845  -0.03777778
  4.299726  ]",gpt2-small
5,Schrodinger's cat is a thought experiment about,0,5,[ 2.9838886  3.5178714  1.7012268 ...  0.0529688 -0.5010689  3.6508152],gpt2-small
6,Schrodinger's cat is a thought experiment about,0,6,"[ 3.2928483   3.5753517   2.2618237  ...  0.14705002 -2.0900578
  4.5429363 ]",gpt2-small
7,Schrodinger's cat is a thought experiment about,0,7,[ 3.5631104  4.2205224  2.14291   ... -2.352931  -1.6333357  4.2609463],gpt2-small
8,Schrodinger's cat is a thought experiment about,0,8,[ 2.4750538  4.06382    0.6419678 ... -3.8382826  0.8361716  1.768153 ],gpt2-small
9,Schrodinger's cat is a thought experiment about,0,9,[ 2.2977476  2.967936   2.2072802 ... -1.204867   3.880197   2.024613 ],gpt2-small
10,Schrodinger's cat is a thought experiment about,0,10,"[ 6.5614414   5.032677    2.7197037  ...  0.04324615 -1.7614064
  5.119395  ]",gpt2-small
11,Schrodinger's cat is a thought experiment about,0,11,"[ 3.509612    6.231711    3.8486187  ...  0.15541196 -2.2588735
  2.8278122 ]",gpt2-small
0,Schrodinger's cat is a thought experiment about,1,0,[ 3.8770158  3.9605381  2.3226447 ... -0.7316795 -1.190872   4.8255997],gpt2-small
1,Schrodinger's cat is a thought experiment about,1,1,[ 3.859957   4.491244   1.7355492 ... -1.4100466 -0.5082185  3.977817 ],gpt2-small
2,Schrodinger's cat is a thought experiment about,1,2,[ 2.7091877  2.2253373  2.1401918 ... -0.3995757  1.1950357  2.982368 ],gpt2-small
3,Schrodinger's cat is a thought experiment about,1,3,[ 4.8120513  5.3350887  3.5676012 ... -0.7181418  0.5636008  4.527175 ],gpt2-small
4,Schrodinger's cat is a thought experiment about,1,4,"[ 2.6425476   4.0809617   1.506326   ...  0.16084969 -2.1535273
  4.141489  ]",gpt2-small
5,Schrodinger's cat is a thought experiment about,1,5,"[ 3.401653    1.5798807   0.8941016  ... -0.31767672  0.64718854
  2.7059183 ]",gpt2-small
6,Schrodinger's cat is a thought experiment about,1,6,"[ 2.8065548   3.9498549   1.7178752  ...  0.16824818 -1.1977488
  4.3537226 ]",gpt2-small
7,Schrodinger's cat is a thought experiment about,1,7,"[ 3.2164555   5.051946    2.1922736  ... -1.6948957   0.58293843
  3.1693707 ]",gpt2-small
8,Schrodinger's cat is a thought experiment about,1,8,"[ 4.6881104   4.716773    1.6681368  ... -0.95651495 -1.3665721
  3.9325485 ]",gpt2-small
9,Schrodinger's cat is a thought experiment about,1,9,"[ 3.9287755   4.77717     1.9456904  ... -1.3985264  -0.84742755
  3.9611015 ]",gpt2-small
10,Schrodinger's cat is a thought experiment about,1,10,"[ 2.6805546   2.7716212   2.1621892  ... -0.88489246  0.67612505
  3.9912405 ]",gpt2-small
11,Schrodinger's cat is a thought experiment about,1,11,[ 3.6426384  4.1638575  2.5842466 ... -1.1183038 -1.529289   4.679862 ],gpt2-small
0,Schrodinger's cat is a thought experiment about,2,0,"[ 5.4781885   4.1833167   1.5370263  ... -2.2364533   0.01810157
  5.431438  ]",gpt2-small
1,Schrodinger's cat is a thought experiment about,2,1,"[ 3.9995522   3.8243067   1.8896949  ... -0.9490683  -0.46004444
  4.1752276 ]",gpt2-small
2,Schrodinger's cat is a thought experiment about,2,2,[ 4.484658   4.374338   2.3479853 ... -0.8886828 -1.5521339  4.836172 ],gpt2-small
3,Schrodinger's cat is a thought experiment about,2,3,"[ 3.4945955   3.0005639   2.677784   ... -0.39535442 -1.9652971
  4.7371507 ]",gpt2-small
4,Schrodinger's cat is a thought experiment about,2,4,[ 2.7904568  4.058869   2.8165312 ... -0.720183  -0.8723     4.8329167],gpt2-small
5,Schrodinger's cat is a thought experiment about,2,5,"[ 4.316992    4.6419525   1.6586654  ... -1.1520168  -0.05229646
  4.895216  ]",gpt2-small
6,Schrodinger's cat is a thought experiment about,2,6,"[ 2.7745678   4.748531    0.912711   ... -0.69200015 -1.4561882
  3.5397594 ]",gpt2-small
7,Schrodinger's cat is a thought experiment about,2,7,"[ 4.8374286   4.62142     3.3292775  ... -1.7914467  -0.29003948
  4.109596  ]",gpt2-small
8,Schrodinger's cat is a thought experiment about,2,8,"[ 3.4009314   3.8448706   1.1221925  ... -2.2214284  -0.11390442
  3.7769022 ]",gpt2-small
9,Schrodinger's cat is a thought experiment about,2,9,[3.8208058  3.7826297  1.629771   ... 0.99462295 0.03903174 3.8976688 ],gpt2-small
10,Schrodinger's cat is a thought experiment about,2,10,[ 2.5433128  2.3310485  2.5096924 ...  1.6791968 -1.5025003  1.0767305],gpt2-small
11,Schrodinger's cat is a thought experiment about,2,11,"[ 4.2833896   4.722603    1.2738228  ... -1.202081   -0.36072543
  4.897306  ]",gpt2-small
0,Schrodinger's cat is a thought experiment about,3,0,[ 4.039449   3.7683754  1.1978455 ... -1.5598681 -1.6368747  3.914875 ],gpt2-small
1,Schrodinger's cat is a thought experiment about,3,1,"[ 3.35656     3.2740998   2.199721   ... -0.3262874  -0.82558215
  3.7944198 ]",gpt2-small
2,Schrodinger's cat is a thought experiment about,3,2,[ 4.3939643  4.0340943  1.8842257 ... -1.9805272 -0.7382933  5.5376797],gpt2-small
3,Schrodinger's cat is a thought experiment about,3,3,"[ 4.289796    4.370603    2.1370833  ... -0.98531234 -1.0998685
  4.738496  ]",gpt2-small
4,Schrodinger's cat is a thought experiment about,3,4,"[ 3.8210273   5.203104    3.085405   ... -0.5347822   0.25135493
  4.571446  ]",gpt2-small
5,Schrodinger's cat is a thought experiment about,3,5,[ 3.7426627  4.2644553  2.4091294 ... -1.0565888 -1.1201078  4.269392 ],gpt2-small
6,Schrodinger's cat is a thought experiment about,3,6,[ 3.9816704  4.317298   2.6895924 ... -1.5000658 -0.6335702  4.5871887],gpt2-small
7,Schrodinger's cat is a thought experiment about,3,7,[ 3.999407   4.2236543  2.5420685 ... -0.592108  -0.8956137  3.4874535],gpt2-small
8,Schrodinger's cat is a thought experiment about,3,8,[ 4.751863   4.725107   1.2475502 ... -0.5143721 -0.5268454  5.2641144],gpt2-small
9,Schrodinger's cat is a thought experiment about,3,9,"[ 4.1810856   4.917094    1.9694558  ... -2.4176455  -0.67870986
  3.7875323 ]",gpt2-small
10,Schrodinger's cat is a thought experiment about,3,10,[3.1609151  3.7351217  1.4013644  ... 0.04570401 0.48417795 3.6382108 ],gpt2-small
11,Schrodinger's cat is a thought experiment about,3,11,"[ 3.2758555   3.400453    0.7625376  ...  0.08438694 -0.7706897
  4.01561   ]",gpt2-small
0,Schrodinger's cat is a thought experiment about,4,0,"[ 4.404173    4.415429    1.4934506  ... -1.5547572  -0.81688285
  4.5474405 ]",gpt2-small
1,Schrodinger's cat is a thought experiment about,4,1,"[ 3.994135    4.366441    1.9809921  ... -0.22369444 -0.7605703
  4.420294  ]",gpt2-small
2,Schrodinger's cat is a thought experiment about,4,2,"[ 3.5818477   2.889439    1.6429882  ... -0.7557287  -0.31116295
  3.8766189 ]",gpt2-small
3,Schrodinger's cat is a thought experiment about,4,3,"[ 4.0272317   4.5243235   2.3932037  ... -0.36872312 -1.8965259
  3.9778652 ]",gpt2-small
